,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3807,Mitski,Two Slow Dancers,18Zr5WWu7X9LVool3pJRum,56,0.797,0.225,239304,0.106,0.000767,0,0.108,-13.166,1,0.0328,81.392,4,0.0535
3808,August D. Valentine,Dolores,6SWHFNoYvWkFPBVi76EIdR,60,0.981,0.779,155849,0.151,0.893,2,0.114,-15.221,1,0.0787,82.996,4,0.302
3809,Jon Z,Falso Amor,1DXb5rmO8454UgpKC8lb5c,64,0.43,0.726,200033,0.754,0.0,7,0.183,-5.331,1,0.231,124.937,4,0.334
3810,Upchurch,Rattlin Chains,1WcpvgQNOUHW7nPMFvCox6,53,0.0747,0.334,151307,0.751,0.0,10,0.222,-6.107,1,0.0503,170.049,4,0.478
3811,WizKid,Master Groove,6NynQjhojcFZ9iYhuezO6B,62,0.554,0.833,181132,0.804,0.000629,4,0.074,-3.742,0,0.0938,106.005,4,0.63
3812,Banda Sinaloense MS de Sergio Lizárraga,El Cocodrilo,3MWPkx6FGQkYf9XPBMkv0N,59,0.358,0.814,204147,0.584,0.0,10,0.0683,-5.511,1,0.0666,119.797,4,0.916
3813,YNW Melly,RISK TAKER,0C4e5m5HogFCgAc5GaYSBD,54,0.0454,0.604,352859,0.626,0.0,6,0.305,-6.757,1,0.281,82.482,4,0.673
3814,Ajmw,Cushty,5fh0FBD9PhkRFKtFoAeOqJ,59,0.164,0.756,94565,0.235,0.749,9,0.128,-11.746,1,0.27,83.969,4,0.28
3815,Justine Skye,Build,0G3qCSe4KcWFc0EKlXCEo8,58,0.0209,0.718,247333,0.516,3.35e-06,11,0.283,-4.953,0,0.147,73.739,4,0.337
3816,blessthefall,Cutthroat,4mcDGYrrPukWNhO44w4EUr,57,0.000712,0.485,198243,0.989,0.0485,1,0.323,-5.121,1,0.171,148.036,4,0.192
3817,LEGADO 7,En El Humaderon,6BAZbh10ZAypxD3nVpTPsS,56,0.579,0.575,203398,0.907,6.73e-06,11,0.213,-3.669,0,0.0696,118.834,4,0.957
3818,Tech N9ne,How I'm Feelin',73XixZvhCfjEJx8VJ5IpRh,55,0.0783,0.772,196612,0.705,0.0,8,0.124,-5.37,1,0.0925,166.077,4,0.587
3819,Becky G,Por Un Amor/Cucurrucucú Paloma,5QJRMoJr86EhrxnREVI50T,59,0.659,0.435,212192,0.206,0.0,6,0.0755,-7.624,1,0.0362,198.942,3,0.52
3820,Xanir,Fly,0G94f4c7Gw2cPTowyksDjP,60,0.467,0.782,64000,0.385,0.969,9,0.105,-19.381,0,0.42,119.837,4,0.557
3821,Beta Radio,On Your Horizon,3dr8xPneQCutILjSfFBHiN,57,0.798,0.281,292520,0.294,0.273,9,0.0869,-15.026,0,0.0304,91.351,4,0.236
3822,KB,Long Live the Champion,44VRTehzlYrNoNEpY6drvn,54,0.00795,0.691,263118,0.795,0.0,8,0.0878,-4.082,0,0.0972,137.994,4,0.628
3823,Scotty Sire,Mister Glassman,4OstQRfGKat6SWR7FB1zvd,56,0.265,0.767,221695,0.549,0.0,0,0.412,-7.143,1,0.0582,118.053,4,0.566
3824,Juan Magán,Le Encanta,68pbwCjIAkmNaTYaAfRtHC,72,0.0775,0.769,188994,0.855,0.0,6,0.0595,-4.048,1,0.107,93.038,4,0.849
3825,Bas,Barack Obama Special,6ypfqRdhGKVM2rloD5oXmU,56,0.142,0.736,187720,0.484,0.0,7,0.429,-8.576,1,0.437,103.5,4,0.214
3826,HRVY,I Wish You Were Here,4jreMpU6moUyUhAea1YNVq,65,0.0147,0.898,125784,0.51,0.0,0,0.0745,-6.392,1,0.0386,112.022,4,0.758
3827,Tiësto,Jackie Chan - Daijo Remix,4cS66S86D9Xu5L9QqVGGc2,59,0.00326,0.625,200625,0.952,0.0,3,0.388,-1.612,0,0.135,128.104,4,0.371
3828,Monty Datta,Can't Love Myself,0MO1qNhm8aRZchi8CJlIRo,57,0.913,0.541,122723,0.0836,0.00199,1,0.126,-12.663,1,0.313,181.032,4,0.452
3829,Pentatonix,Here Comes Santa Claus,3MzKm4pMJ8gbz9251xxLAU,56,0.0964,0.624,156360,0.57,0.0,1,0.318,-5.752,1,0.0329,94.909,4,0.713
3830,Devin Dawson,Dark Horse,2acY06yawZEmaGVe3Ojdeh,54,0.369,0.543,211627,0.625,0.0,6,0.128,-4.558,0,0.0281,152.033,4,0.335
3831,Elijah Woods x Jamie Fine,Ain't Easy,70XqJGp1qv7oqfRVY2qsvM,60,0.0708,0.615,188969,0.592,0.0,6,0.123,-5.509,1,0.166,100.007,4,0.395
3832,Bad Wolves,Remember When,7jp3STyCSsoakSPUoKTtFX,57,2.38e-05,0.433,209302,0.973,1.79e-06,8,0.0813,-4.82,1,0.145,171.955,4,0.298
3833,Underoath,Rapture,1kM2VS4HfIU6gNl1LTOQk0,57,3.44e-05,0.546,214987,0.937,0.00333,7,0.104,-4.247,1,0.0736,96.033,4,0.389
3834,Aldo Trujillo,Con Olor a Cuero (En Vivo),2F78JBS4EMA6vzMX6Dndk6,56,0.218,0.751,201083,0.469,0.0,10,0.0701,-7.087,0,0.0492,122.057,3,0.924
3835,Gavin Luke,Gone,4p7LooYAQniOpcNLunFnF3,61,0.954,0.183,179166,0.0611,0.908,11,0.109,-25.535,0,0.0342,93.361,3,0.0389
3836,Dee C'rell,1.5,7EwAommq7cREl8is8AFpLj,60,0.987,0.145,167880,0.0525,0.968,3,0.0988,-26.383,1,0.0409,68.004,4,0.0304
3837,Scott Hamilton,Young and Foolish,2ncnr8AuzqAabOGEIoA863,60,0.965,0.456,330615,0.276,0.0525,5,0.0775,-7.419,1,0.0316,103.335,4,0.157
3838,Justine Skye,Goodlove,4qAPq3U8GkcKmU8lQcsKLD,56,0.0894,0.508,249227,0.577,0.0,8,0.115,-7.631,1,0.191,104.214,4,0.418
3839,Robyn,Honey,4ieJSEFwhgIVJK97Rw4NkJ,53,0.017,0.637,294003,0.606,0.00076,11,0.125,-8.699,0,0.0994,115.88,4,0.0632
3840,Andy Mineo,...There,2g8zUbqHgNsrN3HBssG5Z1,54,0.15,0.616,229027,0.599,0.0,9,0.1,-7.076,0,0.154,149.876,4,0.552
3841,Mike Stud,Frio,4z4OzUPgnHa4PYg9L6qqEs,35,0.295,0.738,178887,0.541,2.25e-05,11,0.126,-4.985,0,0.214,90.087,4,0.394
3842,XO,King of the Fall,0rn0XB7TA3K5NkV4vtWWgv,58,0.11,0.581,301636,0.734,0.0,11,0.253,-5.262,0,0.0411,78.055,4,0.256
3843,Pacecamp,Home,6xidiG4MYukn4scIc8z9ya,61,0.987,0.467,136535,0.173,0.933,0,0.111,-16.403,1,0.0621,180.081,3,0.305
3844,Young Dolph,Flodgin,7CALFbu56XDXNf0ZZKZOcs,53,0.0848,0.748,214193,0.712,0.0,2,0.132,-5.651,1,0.143,140.055,4,0.18
3845,Bishop Briggs,Hi-Lo (Hollow),4pfcHOvZAf9f3dYMPcdfQc,58,0.202,0.653,251987,0.328,0.003,10,0.103,-8.378,0,0.0323,143.909,4,0.0871
3846,Travis Atreo,Never Enough,5CpvcmX1Wnc6FG5hP21DkZ,60,0.885,0.469,199529,0.242,5.17e-06,4,0.118,-10.257,1,0.0463,130.694,4,0.373
3847,Netta,Toy,6n2eIfLj0wOOUkUfNmYzlh,65,0.0696,0.786,180231,0.712,0.0,3,0.236,-5.349,0,0.0677,130.144,4,0.795
3848,Tyler Cassidy,Boyfriend,6TJBU8omwRS6neLLFCsYTX,54,0.91,0.722,222610,0.405,2.03e-05,2,0.177,-7.242,1,0.0632,131.381,4,0.726
3849,Rich Brian,Little Prince (feat. NIKI),3jKJnHixssQxdCShjpirKQ,58,0.166,0.909,172445,0.414,2.49e-05,0,0.109,-7.337,1,0.0514,139.963,4,0.761
3850,Dave Matthews Band,Idea Of You,4D61qXYCY7mVzo0QQm5ehd,53,0.211,0.54,284680,0.894,1.93e-05,5,0.397,-4.982,1,0.0761,142.871,4,0.457
3851,Chelsea Cutler,Water on the Bridge,47vrIAhqNRPvMC892wvWEk,57,0.484,0.587,247845,0.34,0.0,1,0.286,-9.141,0,0.032,88.06,4,0.161
3852,Zeds Dead,Magnets,3PGdRTw60PSb61iKLHsRGO,57,0.00735,0.333,259200,0.971,0.00301,5,0.164,-2.467,0,0.309,149.977,4,0.0585
3853,El de La Guitarra,La Calle Enseño,2yCVT1MSdOQPVLfqlAcfmT,56,0.787,0.725,255498,0.688,0.0,7,0.299,-4.275,0,0.0274,99.935,3,0.841
3854,Shinedown,KILL YOUR CONSCIENCE,7BpxYgVyRqa2UIDHX05JG6,57,0.0139,0.712,232333,0.852,0.0,6,0.626,-3.03,0,0.0555,128.009,4,0.621
3855,Herencia de Patrones,Cosas De La Clica,1AfImPZFi9IMKqUUBLK7in,54,0.578,0.466,140173,0.688,0.0,7,0.284,-8.05,0,0.145,78.963,4,0.853
3856,Blac Youngsta,"Booty (feat. Chris Brown, Jeezy & Trey Songz) - Remix",7Go8KtX3ixdb51MqB2gPpH,56,0.00916,0.916,280000,0.491,0.0,1,0.056,-8.262,1,0.213,143.975,4,0.509
3857,Lucas and Juliet,Paper Airplane Song,4y8KLYPNIF6oV3zvAZhj9D,53,0.0974,0.878,43805,0.694,1.2e-05,4,0.465,-7.542,0,0.299,100.001,4,0.82
3858,Conor Matthews,Forever Right Now,3O4DdB07AoPwvy1fsIToiT,54,0.139,0.753,141829,0.679,0.0,5,0.148,-4.792,1,0.0569,117.961,4,0.688
3859,KSI,On Point,4nz8f1Mm874xwNCYJp8myJ,63,0.472,0.763,250435,0.708,0.0,11,0.114,-7.253,1,0.26,138.0,4,0.308
3860,YNW Melly,4 Real,6dAGIMUIhc4wl0MfA67TvP,52,0.0599,0.76,217076,0.539,0.000685,8,0.0943,-8.747,0,0.0437,135.964,4,0.531
3861,Excision,Rumble,3XfvTelX1xYLgwgpzfd8qi,52,0.000209,0.312,282835,0.892,0.809,4,0.101,-2.529,1,0.0666,112.639,3,0.033
3862,Charles Bolt,Above the Clouds,1urueJT47DadSPMTGTmaXK,59,0.98,0.632,147962,0.0317,0.926,7,0.104,-20.125,0,0.042,91.982,4,0.0477
3863,Lane 8,Little by Little,5kDeYoYdLnW8ILTXdbiXjJ,60,0.00859,0.649,333223,0.771,0.853,9,0.103,-9.714,1,0.0412,121.011,4,0.608
3864,MercyMe,I Can Only Imagine - The Movie Session,72bFOa21mrQp187Eghp7gp,52,0.116,0.497,283040,0.87,3.38e-05,4,0.268,-6.459,1,0.0469,153.995,4,0.633
3865,Skizzy Mars,Come A Little Closer,26j2UGR68kTM6M9W9So4xq,53,0.000562,0.599,168657,0.887,0.00499,6,0.121,-5.442,0,0.065,89.992,4,0.395
3866,Meryl Streep,The Day Before You Came,1r93lJK0yzvdlmqMIbqiqR,63,0.925,0.357,329307,0.112,0.0,9,0.0754,-15.843,0,0.0381,99.105,4,0.218
3867,Ray LaMontagne,To the Sea,2zaCxSJuWvEqiFVzayuWDN,56,0.178,0.379,310480,0.598,0.115,2,0.123,-9.056,1,0.0394,174.532,3,0.468
3868,Lauv,Chasing Fire - Robin Schulz Remix,7LR2nZOAmgApHf2q3m1WW0,62,0.0067,0.607,217679,0.717,0.00132,5,0.256,-5.771,1,0.0634,125.956,4,0.376
3869,Kiana Ledé,Fairplay - Remix,1NCW1qPDzfvB5E44dmgfGV,56,0.509,0.759,167973,0.489,0.000165,5,0.105,-9.504,0,0.3,139.978,4,0.718
3870,YFN Lucci,Front Row in LA,27v5id0boW0QJZ89HXRVev,52,0.193,0.794,201642,0.595,0.0,7,0.113,-5.722,0,0.235,124.108,4,0.383
3871,ROSALÍA,DE AQUÍ NO SALES - Cap.4: Disputa,0CaiddWO1F3v4nTQGgfk9A,69,0.324,0.802,144541,0.448,0.00981,11,0.0692,-8.213,0,0.0998,124.891,3,0.218
3872,CHUNG HA,Love U,4x5l1gjNcoBhhWBPEMo7OQ,61,0.332,0.774,190921,0.919,0.0,8,0.1,-0.509,0,0.0701,120.033,4,0.69
3873,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ) - Anki Remix,0LZBxJOLsPyaJlWNEnIpmO,52,0.137,0.509,225600,0.91,1.61e-06,0,0.0487,-1.741,1,0.0682,99.995,4,0.273
3874,Dwilly,ADD,20DInrAonQILzH7q8CvNVF,55,0.353,0.752,175179,0.624,0.0,4,0.358,-4.789,0,0.0759,140.067,4,0.459
3875,Local Natives,Past Lives - Tuff City Kids Remix,4nxKS9vm2XDSGnW0r4kpoQ,47,0.00297,0.64,440030,0.969,0.621,2,0.106,-5.949,1,0.0432,117.007,3,0.834
3876,YG,PUSSY MONEY FAME,0x5ptUe0lw50eIRUGBfsb8,54,0.00549,0.749,178760,0.435,2.3e-06,9,0.0935,-7.595,1,0.229,91.718,4,0.481
3877,Blood Orange,Jewelry,3boUSTv7CwQRiWuq8ZPjYi,57,0.484,0.452,272095,0.258,0.000516,3,0.269,-11.901,0,0.04,128.259,4,0.161
3878,Joey Trap,Mr. Incredible,3wfvubzUX3Z6Zuk0oDnwhm,54,0.125,0.677,98131,0.797,0.0,1,0.17,-4.926,1,0.193,160.025,4,0.391
3879,Tyler Childers,Coming Down (Live),5wQ22DdiU6MEDEfron2yMC,52,0.932,0.497,213893,0.182,1.57e-05,11,0.698,-14.019,1,0.0377,135.775,4,0.378
3880,Ludwig van Beethoven,"Symphony No. 4 in B-Flat Major, Op. 60 (Arr. P. Kim for Piano): II. Adagio",14AcXeSWdrciHHr75vksUu,37,0.992,0.285,603480,0.0215,0.899,3,0.0894,-26.144,1,0.0416,62.341,4,0.0832
3881,Keith Foster,Ruth,1hqsp7bsJe26RN1Q5tpEG5,58,0.995,0.398,184181,0.0296,0.962,2,0.133,-23.591,1,0.0867,95.061,4,0.347
3882,Hippo Campus,Passenger,4Te7ZZEW3UhQORlCRgBqB6,51,0.724,0.406,332729,0.263,0.0274,9,0.0891,-10.476,1,0.042,146.201,4,0.191
3883,TINI,Quiero Volver,5NrIX1ozc9LGt19ISgPDIY,74,0.206,0.672,183960,0.83,0.0,2,0.0751,-4.028,1,0.0599,172.104,4,0.774
3884,All Time Low,Birthday,6YnzuikUWRlZbWr2jzMX6h,56,0.0229,0.543,212999,0.939,0.0,9,0.116,-3.459,1,0.0934,177.949,4,0.664
3885,Ice Nine Kills,Love Bites,14dW3sfyW0RtSPYmv3Ol48,54,0.00177,0.416,180053,0.784,0.0,7,0.193,-4.709,1,0.037,82.425,4,0.2
3886,NY-SAE,Shimmer,3liTjopDfvvXFh3YAyiP8a,52,0.0381,0.687,69831,0.299,0.478,7,0.0951,-16.488,1,0.0437,84.174,4,0.753
3887,Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67 (Arr. P. Kim for Piano): I. Allegro con brio",4tst873ThlBxMmGp4qu5wl,37,0.972,0.325,456693,0.233,0.901,0,0.111,-19.014,0,0.0591,91.964,4,0.182
3888,Riton,Catching Feelings,0wCuHJTz3bPzTFdkK76Ejf,55,0.148,0.764,232223,0.692,4.12e-05,6,0.129,-7.769,0,0.0828,119.918,4,0.433
3889,FTampa,Who We Are,1u0MAhOBrWIkAKOf8ssiaU,67,0.229,0.698,190820,0.679,0.0,10,0.0938,-4.086,1,0.0481,122.042,4,0.455
3890,R3HAB,We Do (feat. Miranda Glory),3roMGtDfleE2N8M56E2WFs,58,0.241,0.377,136700,0.557,0.0,10,0.105,-5.629,0,0.102,69.66,4,0.306
3891,Caroline Pennell,Drive Me Home - GOLDHOUSE Remix,149Rcv6foJRa7COnnmUkNs,56,0.0666,0.725,187640,0.788,0.0389,0,0.107,-5.514,1,0.0619,100.01,4,0.351
3892,Philanthrope,Vibrations,2r8DtjEawsKIIJ7c4kKJaU,55,0.797,0.612,116000,0.383,0.766,6,0.0939,-11.238,0,0.0328,158.133,4,0.655
3893,Katie Noel,Diesel Gang,4gBCvUw4c4bOGtnaiNBx4m,52,0.0724,0.912,138048,0.576,0.0,11,0.375,-8.746,1,0.13,119.938,4,0.404
3894,Lykke Li,sex money feelings die,0g4fzRkbLeCDUCoe5iUOcf,59,0.323,0.789,139840,0.534,3.42e-06,8,0.0645,-6.347,0,0.0709,134.055,4,0.631
3895,Peach Pit,Being so Normal,65sNrvOp2HLlhGTeLJ0nnk,55,0.674,0.541,220067,0.583,0.00583,6,0.125,-8.886,0,0.0507,148.162,4,0.295
3896,Future,Bag (Future feat. Yung Bans),09rpYKV7YcVTl4vzQgQjYG,54,0.0811,0.857,196993,0.457,0.0,9,0.191,-8.939,0,0.297,132.01,4,0.616
3897,Ludwig van Beethoven,"Symphony No. 4 in B-Flat Major, Op. 60 (Arr. P. Kim for Piano): III. Allegro vivace",0oFqvX5DejPUoWAChjrSM0,35,0.991,0.438,381813,0.0791,0.859,10,0.105,-21.086,1,0.0576,137.344,3,0.15
3898,Dilia,Now,2jFfDGcVzMONceohrF4Jre,60,0.993,0.496,182909,0.0436,0.915,0,0.129,-26.326,0,0.0473,170.173,4,0.192
3899,Disturbed,The Best Ones Lie,0U40EGN8weBtMZrLDt6RmR,59,0.000111,0.48,242800,0.979,1.13e-05,7,0.0618,-2.729,1,0.128,150.011,3,0.677
3900,Flatbush Zombies,Leather Symphony (feat. A$AP Twelvyy),0DsXQUA2OJW70LFmC95C7S,55,0.013,0.765,232864,0.497,0.0,0,0.139,-9.684,1,0.293,132.016,4,0.138
3901,Royal Tusk,Aftermath,40n8ZJVmwkdNAUBZSv8Xhg,56,0.00166,0.437,209109,0.934,0.0,6,0.317,-3.227,0,0.0915,144.135,4,0.431
3902,Keith Urban,My Wave,6wEWlttx3wUooRC7ydITFL,59,0.0672,0.789,212962,0.776,2.37e-05,1,0.0981,-5.71,1,0.114,142.024,4,0.877
3903,Cory Asbury,Water and Dust,3r9q9VDgIQB7HuUuqfmbA0,54,0.748,0.387,213077,0.379,0.00258,6,0.0898,-12.589,1,0.0292,80.754,4,0.404
3904,Ludwig van Beethoven,"Symphony No. 4 in B-Flat Major, Op. 60 (Arr. P. Kim for Piano): IV. Allegro ma non troppo",4Bub4HV7iqGYUYl78903xT,35,0.986,0.423,450373,0.159,0.898,10,0.131,-21.453,1,0.0376,126.357,4,0.442
3905,Shinedown,THE HUMAN RADIO,5SyUoQtQaeYoMUmjUcsCRi,56,0.000742,0.469,249067,0.754,0.00514,4,0.165,-4.166,0,0.0502,171.952,4,0.573
3906,Moneybagg Yo,Thoughts,4FDKLTV6X8XzMmHdI1fh8y,51,0.489,0.743,167971,0.664,0.0,11,0.423,-4.643,0,0.278,140.146,4,0.424
3907,Mike Stud,Do It,4TWlUuFk81NGUNKwndyS5Q,38,0.33,0.717,139191,0.532,0.0,8,0.0997,-8.351,0,0.206,156.977,4,0.546
3908,Lewis Capaldi,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,65,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
3909,Angus & Julia Stone,Chateau - ARTY Remix,1D8883ZcorW3B2x8HDnrb4,55,0.036,0.552,227244,0.821,0.0851,5,0.0618,-4.241,1,0.026,126.954,4,0.401
3910,San Holo,everything matters (when it comes to you),32toozxytWbTFZPBn1H2aZ,56,0.24,0.528,336445,0.685,1.78e-05,5,0.165,-6.087,1,0.0444,128.083,4,0.167
3911,Matt Ox,Jetlag (feat. Chief Keef),6W6I7L9RLiBCfdKsWGQ6kM,55,0.00841,0.711,179200,0.599,0.0,0,0.364,-4.28,1,0.0948,150.118,4,0.103
3912,Elevation Worship,Better Word,7sokXikwRHovqvlqBIxraI,56,0.0938,0.321,388647,0.634,0.0,3,0.706,-5.711,1,0.0408,147.25,4,0.233
3913,Theophilus London,Only You (feat. Tame Impala),3KdPnZiYzQJJ5itDr8BjMM,60,0.026,0.738,213882,0.825,2.11e-06,9,0.0721,-4.602,0,0.0687,117.955,4,0.359
3914,Bankrol Hayden,29,294r8rdOqr0Nv1vuV5u8Qv,54,0.804,0.784,116715,0.391,0.0,3,0.18,-10.628,1,0.215,90.789,4,0.711
3915,Yungeen Ace,Fuck That,75T8ffHTOQHyzwoSwXHbyX,54,0.102,0.634,155950,0.659,0.0,4,0.191,-9.719,0,0.109,160.398,3,0.366
3916,RÜFÜS DU SOL,Another Life,5oJFMNh2D1RxWFeOkO1sTz,56,0.0219,0.652,400080,0.824,0.134,4,0.066,-8.285,0,0.0451,121.99,4,0.0366
3917,Rezz,Life & Death,4bmvfx88H75CcEE0mKXD3q,56,0.0407,0.753,189143,0.527,0.0149,10,0.102,-5.411,0,0.219,104.997,4,0.301
3918,Alle Farben,H.O.L.Y.,625SfHM2FVyyUj3cT8108G,71,0.215,0.565,175440,0.645,0.0,0,0.184,-5.858,0,0.0563,100.064,4,0.483
3919,The Struts,Body Talks (feat. Kesha),71hhuJLNpxBQLSbbQ6ZWr4,60,0.00592,0.537,177160,0.92,0.0,10,0.34,-3.438,0,0.274,185.703,4,0.843
3920,mt. fujitive,trees,67yxF1IrpGW74uQSr359Sl,55,0.708,0.723,147286,0.283,0.855,5,0.099,-12.29,0,0.0594,81.399,4,0.794
3921,Ghostemane,Trench Coat,67lnnsYIuwF3cFmweH0DgS,59,0.26,0.851,162614,0.634,0.882,11,0.0766,-8.672,0,0.196,135.017,4,0.0399
3922,Nothing But Thieves,Take This Lonely Heart,4E3WT2j2DDQG3QPVCevYEK,64,0.00146,0.526,241589,0.758,0.0158,8,0.121,-5.458,0,0.0337,127.72,4,0.528
3923,Jason Aldean,High Noon Neon,5uSof5xrc53eoN6vvgrsw9,53,0.0553,0.549,175027,0.901,9.78e-05,4,0.105,-4.748,0,0.0333,123.984,4,0.342
3924,Mosaic MSC,Eyes on You,2q0UHOP7ePGLcqjwF9wBSV,55,0.705,0.283,236880,0.246,4.42e-05,5,0.111,-10.997,1,0.0367,127.567,4,0.078
3925,Teyana Taylor,No Manners,4jHr4JxHaYgRIR0bXHJeAH,56,0.243,0.498,98662,0.608,8.08e-05,8,0.312,-5.299,0,0.0488,146.038,4,0.515
3926,Julien Baker,Stay Down,1C8jHaMeJeXLjrN9Ys7qk1,56,0.505,0.332,240983,0.375,5.44e-05,7,0.0945,-9.092,1,0.0272,165.775,4,0.166
3927,Smoke Trees,Central Park,4JRqZ4bYdAtoydQe1Hi3Vp,55,0.73,0.651,83168,0.213,0.756,10,0.0697,-17.258,1,0.0507,80.782,4,0.222
3928,Tee Grizzley,Bloodas 2 Interlude (feat. Lil Durk),4hJ2Hu7an2vnlfkmyyjg86,55,0.00623,0.889,205532,0.671,1.91e-06,9,0.132,-7.111,1,0.0934,149.982,4,0.439
3929,641,Plane Crazy,4jQyY5sFJDwYdMpXjNtMdB,54,0.401,0.558,206289,0.697,0.0,9,0.366,-5.584,1,0.0389,141.95,4,0.416
3930,Shy Glizzy,"30s, 50s, 100s",4naIUyujaQ5dtxkWQnwJA4,54,0.0731,0.799,179272,0.626,0.0,1,0.0962,-6.712,1,0.374,149.914,4,0.554
3931,Jason Aldean,Better At Being Who I Am,4Dkf7eM4JrqnxSnnlMsHeK,53,0.165,0.514,199760,0.771,0.000369,7,0.269,-5.54,1,0.0284,133.974,4,0.361
3932,Ice Nine Kills,SAVAGES,6ZfTIN0gmZft7Ewe9gjOyR,56,0.000361,0.476,177853,0.99,3.25e-06,6,0.409,-2.24,1,0.133,130.97,4,0.406
3933,Ameba,August,6WnEp9XsKFq5n88FzFT20Z,61,0.842,0.784,114730,0.389,0.738,9,0.111,-8.485,0,0.101,89.988,4,0.648
3934,K CAMP,Can't Go Home,1GiR3XEpbbUPnwREn9unzj,45,0.677,0.782,216493,0.595,0.00266,3,0.583,-7.256,0,0.169,141.899,4,0.483
3935,Jorja Smith,Don't Watch Me Cry,202lm9YX5WmAac83tOGlVn,63,0.887,0.559,190430,0.157,0.0,1,0.107,-10.132,1,0.0414,130.877,4,0.348
3936,Five Finger Death Punch,It Doesn't Matter,1KkgRrcHs2EfVzLtcCrWXI,54,2.48e-05,0.51,225964,0.993,3.87e-05,4,0.369,-4.202,1,0.11,139.988,4,0.238
3937,League of Legends,RISE - Remix,2u5UWeZlAiO60lSYYME7jU,66,0.0275,0.477,191864,0.777,0.0,8,0.074,-5.652,0,0.34,176.915,4,0.526
3938,MOTi,Just Don't Know It Yet,63ZhIOmKYS7UfWOFWRkwsX,62,0.0232,0.688,171429,0.838,0.0,9,0.131,-3.25,1,0.114,126.069,4,0.359
3939,Pentatonix,Making Christmas,5xkUawsal8MY2fOQL0NMjq,55,0.23,0.703,132560,0.68,0.0,1,0.311,-6.365,1,0.0867,153.09,3,0.496
3940,Tory Lanez,Hypnotized,70E8xgEavw6UrRHj7BNp0H,59,0.159,0.513,191640,0.457,1.05e-05,5,0.0623,-9.796,0,0.0716,101.952,4,0.709
3941,Rae Sremmurd,Chanel (feat. Swae Lee & Pharrell) - From Jxmtro,2W6JHG3KGGPv82Bi2hAnSz,57,0.0055,0.98,264001,0.713,0.0,5,0.106,-4.98,1,0.0468,125.03,4,0.67
3942,Pouya,Sit Ups,5KD3XY1ypj7352MyOhRXHp,56,0.0233,0.893,118000,0.671,1.04e-06,10,0.121,-6.964,0,0.253,89.988,4,0.319
3943,Tee Grizzley,Don't Even Trip (feat. Moneybagg Yo),3bjVlWfIZ9tYFW9EhxWyp6,53,0.00372,0.756,256000,0.637,0.000455,9,0.325,-6.211,1,0.251,149.989,4,0.311
3944,invention_,Drxzzl_,76Yal7OOUDF3iaqchERzMf,57,0.766,0.55,152362,0.531,0.589,11,0.381,-7.094,1,0.239,71.454,3,0.328
3945,Dzeko,Blue,7uqWo5UWCGAFBjmajYzS65,67,0.0234,0.654,147250,0.887,0.0397,8,0.558,-5.271,0,0.0472,124.991,4,0.582
3946,Sam Smith,"Burning - Recorded At RAK Studios, London",5sP1WPrKKjx3MArEVZMLil,61,0.919,0.537,231160,0.18,0.0,6,0.105,-10.206,1,0.0394,75.91,4,0.369
3947,Kali Uchis,Coming Home - Interlude,66p59VAALXRlp777aP1Wom,55,0.337,0.624,159852,0.544,3.49e-06,7,0.122,-8.004,1,0.0998,87.931,4,0.293
3948,Lake Street Dive,"Shame, Shame, Shame",6vSNvssxO543E3fD9hwzvu,53,0.261,0.737,260053,0.723,9.69e-05,8,0.085,-5.891,1,0.05,115.384,4,0.653
3949,Pistol Annies,Leavers Lullaby,3nJvx36ecMGNrUnWzHDTM7,48,0.0535,0.525,241827,0.417,0.00945,9,0.101,-7.699,1,0.0306,143.911,4,0.35
3950,Unclenathannn,"No I Don't Want, Just Anyone",23V5SeHanwL6PlqyJ99dH8,56,0.559,0.525,123951,0.399,0.00728,0,0.193,-11.526,1,0.126,131.747,4,0.29
3951,Chelsea Cutler,Hell,4UbOwTSBizbJtTFqrBUGdM,54,0.283,0.613,247293,0.512,1.42e-05,6,0.123,-8.341,1,0.0383,146.013,4,0.177
3952,Barrett Wilbert Weed,A Cautionary Tale,0z5QvYyZ7hJ43Aa2bp2N31,55,0.00838,0.554,96000,0.738,0.0,2,0.551,-4.21,0,0.0403,105.003,4,0.425
3953,George Ezra,All My Love,22GUd9JOxhSidGguHxf3Nu,65,0.135,0.449,160951,0.571,0.0,0,0.279,-5.206,1,0.0503,173.73,4,0.656
3954,Smoothie Beats,R.I.P Sandra,6Yx9yi9nZ7SQjjHi7vc0Km,51,0.0208,0.772,75445,0.188,0.115,5,0.175,-22.181,0,0.127,122.087,4,0.115
3955,Beartooth,Clever,10wixwbRvWP2V2lgROHm7A,55,0.00049,0.462,221682,0.935,1.78e-06,0,0.318,-3.033,1,0.0955,92.234,4,0.46
3956,Good Charlotte,Prayers,3o2MTQwZLYveHzDaNgE9to,58,0.000803,0.365,230027,0.867,4.85e-06,9,0.0755,-5.683,0,0.0716,183.912,4,0.257
